AreaColumns,Timecolumns,dataValue,stfips,areatype,area,maparea,areaname,Stateabbrv,seriescode,seriestitle,adjusted,CURempces,CURempprodwrk,CURempfemale,CURhours,CURearnings,CURhourearn,CURhoursallwrkr,CURearningsallwrkr,CURhourearnallwrkr,CURsupprecord,CURsupphe,CURsupppw,CURsuppfem,CURsuppheallwrkr,CURprelim,PYempces,PYempprodwrk,PYempfemale,PYhours,PYearnings,PYhourearn,PYhoursallwrkr,PYearningsallwrkr,PYhourearnallwrkr,PYsupprecord,PYsupphe,PYsupppw,PYsuppfem,PYsuppheallwrkr,PYprelim,PMempces,PMempprodwrk,PMempfemale,PMhours,PMearnings,PMhourearn,PMhoursallwrkr,PMearningsallwrkr,PMhourearnallwrkr,PMsupprecord,PMsupphe,PMsupppw,PMsuppfem,PMsuppheallwrkr,PMprelim,CURperiodyear,CURperiodtype,CURperiod,PMperiodyear,PMperiodtype,PMperiod,PYperiodyear,PYperiodtype,PYperiod,Timeperiod,PriorMonthTimeperiod,PriorYearTimeperiod,MonthSpanTimeperiod,YearSpanTimeperiod,Fullperiod,Sortperiod,Rank,MonthEmploymentChangeAll,YearEmploymentChangeAll,MonthEmploymentChangeProd,YearEmploymentChangeProd,SeriesLevel,ChildPrefix,HasChildren,ParentCode,Preliminary,PriorMonthPreliminary,PriorYearPreliminary,seriesselection
,,,00,00,000000,0000000000,United States,US,31336400,Aerospace products and parts,0,492300,288000,106000,43.4,1812.38,41.76,41.2,1971.83,47.86,0,0,0,0,0,0,517100,294600,117000,33.5,1347.71,40.23,36.4,1750.48,48.09,0,0,0,0,0,0,493400,290100,106400,44.0,1840.08,41.82,41.5,1985.36,47.84,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3168,-1100,-24800,-2100,-6600,4,313364,True,31336000,No,No,No,Aerospace products and parts:31336400
,,,00,00,000000,0000000000,United States,US,31336411,Aircraft,0,225600,122700,0,45.8,1932.76,42.20,41.2,2045.17,49.64,0,0,0,0,0,0,239000,129200,0,29.9,1251.61,41.86,35.0,1766.10,50.46,0,0,0,0,0,0,225600,123500,0,46.7,1977.75,42.35,41.7,2064.15,49.50,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3169,0,-13400,-800,-6500,5,,False,31336400,No,No,No,Aircraft:31336411
,,,00,00,000000,0000000000,United States,US,31336412,Aircraft engines and engine parts,0,77800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,77600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,77900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3170,-100,200,0,0,5,,False,31336400,No,No,No,Aircraft engines and engine parts:31336412
,,,00,00,000000,0000000000,United States,US,31336413,Other aircraft parts and equipment,0,97000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,112300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,98000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3171,-1000,-15300,0,0,5,,False,31336400,No,No,No,Other aircraft parts and equipment:31336413
,,,00,00,000000,0000000000,United States,US,31336419,"Guided missiles, space vehicles, and parts",0,91900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,88200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,91900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3172,0,3700,0,0,5,,False,31336400,No,No,No,"Guided missiles, space vehicles, and parts:31336419"
,,,00,00,000000,0000000000,United States,US,31336600,Ship and boat building,0,143400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,124600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,143000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3173,400,18800,0,0,4,313366,True,31336000,No,No,No,Ship and boat building:31336600
,,,00,00,000000,0000000000,United States,US,31336611,Ship building and repairing,0,99300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,99100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,99900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3174,-600,200,0,0,5,,False,31336600,No,No,No,Ship building and repairing:31336611
,,,00,00,000000,0000000000,United States,US,31336612,Boat building,0,44100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,25500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,43100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3175,1000,18600,0,0,5,,False,31336600,No,No,No,Boat building:31336612
,,,00,00,000000,0000000000,United States,US,31336900,Other transportation equipment,0,62400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,58200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,62700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3176,-300,4200,0,0,4,313369,False,31336000,No,No,No,Other transportation equipment:31336900
,,,00,00,000000,0000000000,United States,US,31337000,Furniture and related products,0,351000,251500,89200,39.0,752.70,19.30,39.4,938.11,23.81,0,0,0,0,0,0,306800,217500,79800,37.3,698.26,18.72,37.2,858.95,23.09,0,0,0,0,0,0,351300,251400,88200,39.4,754.51,19.15,39.2,919.24,23.45,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3177,-300,44200,100,34000,3,31337,True,31000000,No,No,No,Furniture and related products:31337000
,,,00,00,000000,0000000000,United States,US,31337100,Household and institutional furniture,0,222200,169200,58000,38.7,736.07,19.02,39.2,897.68,22.90,0,0,0,0,0,0,185900,141100,49100,37.2,688.57,18.51,36.8,813.28,22.10,0,0,0,0,0,0,223100,169400,57800,39.5,748.92,18.96,39.3,885.82,22.54,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3178,-900,36300,-200,28100,4,313371,True,31337000,No,No,No,Household and institutional furniture:31337100
,,,00,00,000000,0000000000,United States,US,31337110,Wood kitchen cabinets and countertops,0,116700,88300,28200,39.5,790.79,20.02,39.3,962.46,24.49,0,0,0,0,0,0,101700,78400,25500,36.1,687.71,19.05,36.3,830.18,22.87,0,0,0,0,0,0,116900,88100,28300,40.7,806.27,19.81,39.3,951.45,24.21,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3179,-200,15000,200,9900,5,3133711,False,31337100,No,No,No,Wood kitchen cabinets and countertops:31337110
,,,00,00,000000,0000000000,United States,US,31337120,Other household and institutional furniture,0,105500,80900,29800,37.9,677.27,17.87,39.2,828.30,21.13,0,0,0,0,0,0,84200,62700,23600,38.6,690.55,17.89,37.4,792.51,21.19,0,0,0,0,0,0,106200,81300,29500,38.3,688.25,17.97,39.2,811.83,20.71,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3180,-700,21300,-400,18200,5,3133712,True,31337100,No,No,No,Other household and institutional furniture:31337120
,,,00,00,000000,0000000000,United States,US,31337121,Upholstered household furniture,0,49000,39100,16800,37.4,648.89,17.35,39.5,780.13,19.75,0,0,0,0,0,0,30000,24800,10300,38.6,667.39,17.29,37.9,755.73,19.94,0,0,0,0,0,0,49600,39700,17000,36.5,622.33,17.05,39.0,748.02,19.18,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3181,-600,19000,-600,14300,6,,False,31337120,No,No,No,Upholstered household furniture:31337121
,,,00,00,000000,0000000000,United States,US,31337122,Nonupholstered wood household furniture,0,28400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,24000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,28800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3182,-400,4400,0,0,6,,False,31337120,No,No,No,Nonupholstered wood household furniture:31337122
,,,00,00,000000,0000000000,United States,US,31337127,Miscellaneous household and institutional furniture,0,28100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,30200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,27800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3183,300,-2100,0,0,6,,False,31337120,No,No,No,Miscellaneous household and institutional furniture:31337127
,,,00,00,000000,0000000000,United States,US,31337200,Office furniture and fixtures,0,93700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,90700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,93700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3184,0,3000,0,0,4,313372,True,31337000,No,No,No,Office furniture and fixtures:31337200
,,,00,00,000000,0000000000,United States,US,31337214,"Office furniture, except wood",0,58600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,59400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,58000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3185,600,-800,0,0,5,,False,31337200,No,No,No,"Office furniture, except wood:31337214"
,,,00,00,000000,0000000000,United States,US,31337215,"Showcases, partitions, shelving, and lockers",0,35100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,31300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,35700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3186,-600,3800,0,0,5,,False,31337200,No,No,No,"Showcases, partitions, shelving, and lockers:31337215"
,,,00,00,000000,0000000000,United States,US,31337900,Other furniture-related products,0,35100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,30200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,34500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3187,600,4900,0,0,4,313379,False,31337000,No,No,No,Other furniture-related products:31337900
,,,00,00,000000,0000000000,United States,US,31339000,Miscellaneous manufacturing,0,618600,387100,266300,39.5,840.17,21.27,38.8,1189.61,30.66,0,0,0,0,0,0,521900,319000,221000,36.8,776.48,21.10,36.7,1072.74,29.23,0,0,0,0,0,0,611600,388800,264000,39.3,844.56,21.49,38.8,1164.39,30.01,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3188,7000,96700,-1700,68100,3,31339,True,31000000,No,No,No,Miscellaneous manufacturing:31339000
,,,00,00,000000,0000000000,United States,US,31339100,Medical equipment and supplies,0,332400,204300,161600,38.6,863.10,22.36,38.2,1310.64,34.31,0,0,0,0,0,0,287900,175400,135900,37.2,836.63,22.49,37.1,1169.02,31.51,0,0,0,0,0,0,330100,209500,160700,38.3,877.07,22.90,38.3,1290.71,33.70,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3189,2300,44500,-5200,28900,4,313391,True,31339000,No,No,No,Medical equipment and supplies:31339100
,,,00,00,000000,0000000000,United States,US,31339112,Surgical and medical instruments,0,135700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,134200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,135200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3190,500,1500,0,0,5,,False,31339100,No,No,No,Surgical and medical instruments:31339112
,,,00,00,000000,0000000000,United States,US,31339113,Surgical appliances and supplies,0,114800,65200,53900,38.4,771.46,20.09,38.3,1131.77,29.55,0,0,0,0,0,0,105700,61000,52000,35.6,736.92,20.70,36.5,1032.22,28.28,0,0,0,0,0,0,113900,64300,54000,39.7,789.24,19.88,38.5,1118.81,29.06,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3191,900,9100,900,4200,5,,False,31339100,No,No,No,Surgical appliances and supplies:31339113
,,,00,00,000000,0000000000,United States,US,31339116,Dental laboratories,0,42000,0,21000,0.0,0.00,0.00,37.6,852.02,22.66,0,0,0,0,0,0,25100,0,10400,0.0,0.00,0.00,31.6,802.96,25.41,0,0,0,0,0,0,41300,0,20200,0.0,0.00,0.00,37.8,859.57,22.74,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3192,700,16900,0,0,5,,False,31339100,No,No,No,Dental laboratories:31339116
,,,00,00,000000,0000000000,United States,US,31339900,Other miscellaneous manufacturing,0,286200,182800,104700,40.4,812.04,20.10,39.5,1049.52,26.57,0,0,0,0,0,0,234000,143600,85100,36.3,703.13,19.37,36.3,956.87,26.36,0,0,0,0,0,0,281500,179300,103300,40.5,807.57,19.94,39.4,1016.91,25.81,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3193,4700,52200,3500,39200,4,313399,True,31339000,No,No,No,Other miscellaneous manufacturing:31339900
,,,00,00,000000,0000000000,United States,US,31339910,Jewelry and silverware,0,20400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,13000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,19200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3194,1200,7400,0,0,5,3133991,False,31339900,No,No,No,Jewelry and silverware:31339910
,,,00,00,000000,0000000000,United States,US,31339920,Sporting and athletic goods,0,46100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,34000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,45500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3195,600,12100,0,0,5,3133992,False,31339900,No,No,No,Sporting and athletic goods:31339920
,,,00,00,000000,0000000000,United States,US,31339950,Signs,0,74800,39600,21300,38.4,763.39,19.88,38.3,1053.25,27.50,0,0,0,0,0,0,62500,34300,18200,35.2,687.46,19.53,36.1,962.79,26.67,0,0,0,0,0,0,73000,39100,21400,38.8,745.74,19.22,38.3,1014.57,26.49,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3196,1800,12300,500,5300,5,3133995,False,31339900,No,No,No,Signs:31339950
,,,00,00,000000,0000000000,United States,US,31339990,All other miscellaneous manufacturing,0,144900,98700,59200,40.3,832.60,20.66,39.9,1044.18,26.17,0,0,0,0,0,0,124500,80500,47700,36.8,711.34,19.33,36.2,966.90,26.71,0,0,0,0,0,0,143800,97100,59300,41.1,845.02,20.56,39.8,1031.62,25.92,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3197,1100,20400,1600,18200,5,3133999,False,31339900,No,No,No,All other miscellaneous manufacturing:31339990
,,,00,00,000000,0000000000,United States,US,32000000,Nondurable goods,0,4627000,3300000,1647000,41.2,903.52,21.93,40.0,1076.00,26.90,0,0,0,0,0,0,4320000,3097000,1484000,38.8,835.36,21.53,38.0,1024.10,26.95,0,0,0,0,0,0,4637000,3322000,1647000,41.1,892.69,21.72,39.9,1062.14,26.62,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3198,-10000,307000,-22000,203000,2,32,True,30000000,No,No,No,Nondurable goods:32000000
,,,35,01,000000,3501000000,New Mexico,NM,32000000,Nondurable goods,0,12400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,11200,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,12200,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3199,200,1200,s;,s;,2,32,True,30000000,No,No,No,Nondurable goods:32000000
,,,00,00,000000,0000000000,United States,US,32311000,Food manufacturing,0,1613700,1270800,626700,41.3,805.76,19.51,41.0,926.19,22.59,0,0,0,0,0,0,1530400,1208300,569300,39.5,749.71,18.98,38.7,860.30,22.23,0,0,0,0,0,0,1626100,1281800,626700,41.4,802.75,19.39,40.9,913.71,22.34,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3200,-12400,83300,-11000,62500,3,32311,True,32000000,No,No,No,Food manufacturing:32311000
,,,00,00,000000,0000000000,United States,US,32311100,Animal food,0,69400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,64500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,70100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3201,-700,4900,0,0,4,323111,False,32311000,No,No,No,Animal food:32311100
,,,00,00,000000,0000000000,United States,US,32311200,Grain and oilseed milling,0,62700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,60400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,62600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3202,100,2300,0,0,4,323112,True,32311000,No,No,No,Grain and oilseed milling:32311200
,,,00,00,000000,0000000000,United States,US,32311220,"Flour milling, malt, starch, and vegetable oil",0,49300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,48500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,49100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3203,200,800,0,0,5,3231122,False,32311200,No,No,No,"Flour milling, malt, starch, and vegetable oil:32311220"
,,,00,00,000000,0000000000,United States,US,32311230,Breakfast cereal,0,13400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,11900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,13500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3204,-100,1500,0,0,5,3231123,False,32311200,No,No,No,Breakfast cereal:32311230
,,,00,00,000000,0000000000,United States,US,32311300,Sugar and confectionery products,0,71100,53000,33900,41.2,949.25,23.04,40.3,1035.31,25.69,0,0,0,0,0,0,64800,49800,31300,36.7,846.30,23.06,37.0,964.22,26.06,0,0,0,0,0,0,72900,54300,35000,40.5,938.79,23.18,40.0,1009.20,25.23,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3205,-1800,6300,-1300,3200,4,323113,True,32311000,No,No,No,Sugar and confectionery products:32311300
,,,00,00,000000,0000000000,United States,US,32311350,Chocolate and confectionery manufacturing,0,38400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,30600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,39900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3206,-1500,7800,0,0,5,3231135,False,32311300,No,No,No,Chocolate and confectionery manufacturing:32311350
,,,00,00,000000,0000000000,United States,US,32311400,Fruit and vegetable preserving and specialty,0,165800,135900,60700,41.5,806.35,19.43,42.3,984.32,23.27,0,0,0,0,0,0,157000,125500,60200,40.4,789.01,19.53,39.2,920.02,23.47,0,0,0,0,0,0,165700,135800,61200,41.1,779.26,18.96,42.4,978.17,23.07,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3207,100,8800,100,10400,4,323114,True,32311000,No,No,No,Fruit and vegetable preserving and specialty:32311400
,,,00,00,000000,0000000000,United States,US,32311410,Frozen food,0,90700,0,37100,0.0,0.00,0.00,42.9,894.47,20.85,0,0,0,0,0,0,86500,0,36100,0.0,0.00,0.00,36.5,805.56,22.07,0,0,0,0,0,0,91000,0,37400,0.0,0.00,0.00,43.2,895.97,20.74,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3208,-300,4200,0,0,5,3231141,True,32311400,No,No,No,Frozen food:32311410
,,,00,00,000000,0000000000,United States,US,32311411,Frozen fruits and vegetables,0,28000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,27400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,28500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3209,-500,600,0,0,6,,False,32311410,No,No,No,Frozen fruits and vegetables:32311411
,,,00,00,000000,0000000000,United States,US,32311412,Frozen specialty food,0,62700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,59100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,62500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3210,200,3600,0,0,6,,False,32311410,No,No,No,Frozen specialty food:32311412
,,,00,00,000000,0000000000,United States,US,32311420,Fruit and vegetable canning and drying,0,75100,0,23600,0.0,0.00,0.00,41.6,1093.66,26.29,0,0,0,0,0,0,70500,0,24100,0.0,0.00,0.00,42.5,1060.38,24.95,0,0,0,0,0,0,74700,0,23800,0.0,0.00,0.00,41.4,1077.64,26.03,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3211,400,4600,0,0,5,3231142,False,32311400,No,No,No,Fruit and vegetable canning and drying:32311420
,,,00,00,000000,0000000000,United States,US,32311500,Dairy products,0,150500,107400,42700,44.5,1042.64,23.43,42.2,1156.28,27.40,0,0,0,0,0,0,147900,106800,39900,42.8,1018.64,23.80,40.3,1138.07,28.24,0,0,0,0,0,0,151600,107900,41400,44.4,1040.29,23.43,41.6,1139.84,27.40,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3212,-1100,2600,-500,600,4,323115,True,32311000,No,No,No,Dairy products:32311500
,,,00,00,000000,0000000000,United States,US,32311511,Fluid milk,0,53000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,53000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,53500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,04,2021,03,03,2020,03,04,"April, 2021","March, 2021","April, 2020","March, 2021 - April, 2021","April, 2020 - April, 2021",20210304,03202104,3213,-500,0,0,0,5,,False,32311500,No,No,No,Fluid milk:32311511
