stfips,areatype,area,maparea,areaname,Stateabbrv,periodid,PeriodString,matoccode,estoccprj,projoccprj,grrate,nchg,pchg,aopeng,aopenr,aopent,exits,annualexits,transfers,annualtransfers,change,annualchange,openings,annualopenings,growcode,growdesc,suppress,estyear,projyear,codetype,occcode,codeTitle,codelevel,inDemand,regionalInDemand,green,regionalGreen,DemandRank,Timeperiod,Fullperiod,Sortperiod,Rank,SortOcc
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,436012,95,76,-2.2067,-19,-20.0000,,,,44,4,52,5,-19,-2,77,7,DD,Declining,0,2018,2028,14,436012,Legal Secretaries and Administrative Assistants,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4330,Legal Secretaries and Administrative Assistants
00,00,000000,0000000000,United States,US,18,20180020280005,232000,452200,493000,,40800,9.0000,,,,158000,15800,320000,32000,40800,4080,519000,51900,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4331,Legal Support Workers
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,232000,367,391,0.6355,24,6.5395,,,,125,12,252,25,24,2,401,39,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4332,Legal Support Workers
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,232000,130,141,0.8156,11,8.4615,,,,45,4,90,9,11,1,146,14,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4333,Legal Support Workers
35,15,000005,3515000005,Central Region,NM,18,20180020280005,232000,1193,1304,0.8936,111,9.3043,,,,416,42,847,85,111,11,1374,138,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4334,Legal Support Workers
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,232000,248,268,0.7786,20,8.0645,,,,86,9,173,17,20,2,279,28,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4335,Legal Support Workers
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,232000,323,353,0.8921,30,9.2879,,,,113,11,205,20,30,3,348,34,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4336,Legal Support Workers
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,232000,2132,2314,0.8225,182,8.5366,,,,742,74,1474,147,182,18,2398,239,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4337,Legal Support Workers
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,232000,1193,1304,0.8936,111,9.3043,,,,416,42,847,85,111,11,1374,138,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4338,Legal Support Workers
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,232000,163,176,0.7703,13,7.9755,,,,57,6,111,11,13,1,181,18,GG,Growing,0,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,4339,Legal Support Workers
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,232000,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232000,Legal Support Workers,3,,,,,,2018-2028,20180020280005,2018202818,s;4340,Legal Support Workers
00,00,000000,0000000000,United States,US,18,20180020280005,232099,48100,48900,,800,1.6000,,,,16000,1600,27000,2700,800,80,44000,4400,SS,Stable,0,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4341,"Legal Support Workers, All Other"
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,232099,138,137,-0.0727,-1,-0.7246,,,,46,5,76,8,-1,0,121,13,DD,Declining,0,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4342,"Legal Support Workers, All Other"
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4343,"Legal Support Workers, All Other"
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4344,"Legal Support Workers, All Other"
35,15,000005,3515000005,Central Region,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4345,"Legal Support Workers, All Other"
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4346,"Legal Support Workers, All Other"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4347,"Legal Support Workers, All Other"
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4348,"Legal Support Workers, All Other"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,232099,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,232099,"Legal Support Workers, All Other",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4349,"Legal Support Workers, All Other"
00,00,000000,0000000000,United States,US,18,20180020280005,111031,51900,54600,,2700,5.2000,,,,13000,1300,27000,2700,2700,270,43000,4300,SS,Stable,0,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4350,Legislators
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4351,Legislators
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4352,Legislators
35,15,000005,3515000005,Central Region,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4353,Legislators
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4354,Legislators
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4355,Legislators
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4356,Legislators
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4357,Legislators
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4358,Legislators
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,111031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,111031,Legislators,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4359,Legislators
00,00,000000,0000000000,United States,US,18,20180020280005,254021,134800,143400,,8500,6.3000,,,,75000,7500,64000,6400,8500,850,147000,14700,GG,Growing,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4360,Librarians
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,254021,178,190,0.6545,12,6.7416,,,,99,10,84,8,12,1,195,19,GG,Growing,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4361,Librarians
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,254021,49,51,0.4009,2,4.0816,,,,27,3,23,2,2,0,52,5,SS,Stable,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4362,Librarians
35,15,000005,3515000005,Central Region,NM,18,20180020280005,254021,310,329,0.5966,19,6.1290,,,,172,17,146,15,19,2,337,34,SS,Stable,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4363,Librarians
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,254021,80,86,0.7258,6,7.5000,,,,45,4,38,4,6,1,89,9,GG,Growing,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4364,Librarians
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,254021,653,700,0.6975,47,7.1975,,,,363,36,309,31,47,5,719,72,GG,Growing,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4365,Librarians
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,254021,310,329,0.5966,19,6.1290,,,,172,17,146,15,19,2,337,34,SS,Stable,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4366,Librarians
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,254021,72,76,0.5421,4,5.5556,,,,40,4,34,3,4,0,78,7,SS,Stable,0,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4367,Librarians
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,254021,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4368,Librarians
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,254021,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254021,Librarians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4369,Librarians
00,00,000000,0000000000,United States,US,18,20180020280005,254000,265400,274400,,9000,3.4000,,,,175000,17500,148000,14800,9000,900,331000,33100,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4370,"Librarians, Curators, and Archivists"
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,254000,540,564,0.4358,24,4.4444,,,,378,38,320,32,24,2,722,72,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4371,"Librarians, Curators, and Archivists"
35,15,000005,3515000005,Central Region,NM,18,20180020280005,254000,576,597,0.3587,21,3.6458,,,,373,37,318,32,21,2,712,71,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4372,"Librarians, Curators, and Archivists"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,254000,182,186,0.2176,4,2.1978,,,,127,13,103,10,4,0,234,23,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4373,"Librarians, Curators, and Archivists"
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,254000,1492,1551,0.3886,59,3.9544,,,,1010,101,851,85,59,6,1920,192,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4374,"Librarians, Curators, and Archivists"
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,254000,576,597,0.3587,21,3.6458,,,,373,37,318,32,21,2,712,71,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4375,"Librarians, Curators, and Archivists"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,254000,160,165,0.3082,5,3.1250,,,,108,11,91,9,5,0,204,20,SS,Stable,0,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,4376,"Librarians, Curators, and Archivists"
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,254000,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,s;4377,"Librarians, Curators, and Archivists"
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,254000,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,s;4378,"Librarians, Curators, and Archivists"
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,254000,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254000,"Librarians, Curators, and Archivists",3,,,,,,2018-2028,20180020280005,2018202818,s;4379,"Librarians, Curators, and Archivists"
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,434121,331,319,-0.3686,-12,-3.6254,,,,258,26,231,23,-12,-1,477,48,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4380,"Library Assistants, Clerical"
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,434121,120,115,-0.4247,-5,-4.1667,,,,93,9,84,8,-5,0,172,17,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4381,"Library Assistants, Clerical"
00,00,000000,0000000000,United States,US,18,20180020280005,434121,94400,91600,,-2800,-3.0000,,,,74000,7400,66000,6600,-2800,-280,137000,13700,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4382,"Library Assistants, Clerical"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,434121,79,78,-0.1273,-1,-1.2658,,,,62,6,56,6,-1,0,117,12,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4383,"Library Assistants, Clerical"
35,15,000005,3515000005,Central Region,NM,18,20180020280005,434121,84,80,-0.4867,-4,-4.7619,,,,65,6,58,6,-4,0,119,12,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4384,"Library Assistants, Clerical"
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,434121,84,80,-0.4867,-4,-4.7619,,,,65,6,58,6,-4,0,119,12,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4385,"Library Assistants, Clerical"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,434121,44,43,-0.2296,-1,-2.2727,,,,35,4,31,3,-1,0,65,7,DD,Declining,0,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4386,"Library Assistants, Clerical"
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,434121,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4387,"Library Assistants, Clerical"
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,434121,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4388,"Library Assistants, Clerical"
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,434121,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,434121,"Library Assistants, Clerical",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4389,"Library Assistants, Clerical"
00,00,000000,0000000000,United States,US,18,20180020280005,251082,5700,6000,,300,5.4000,,,,2000,200,3000,300,300,30,5000,500,GG,Growing,0,2018,2028,14,251082,"Library Science Teachers, Postsecondary",6,0,0,0,0,,2018-2028,20180020280005,2018202818,4390,"Library Science Teachers, Postsecondary"
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,251082,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,251082,"Library Science Teachers, Postsecondary",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4391,"Library Science Teachers, Postsecondary"
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,251082,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,251082,"Library Science Teachers, Postsecondary",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4392,"Library Science Teachers, Postsecondary"
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,251082,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,251082,"Library Science Teachers, Postsecondary",6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4393,"Library Science Teachers, Postsecondary"
00,00,000000,0000000000,United States,US,18,20180020280005,254031,94700,91900,,-2800,-3.0000,,,,83000,8300,60000,6000,-2800,-280,140000,14000,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4394,Library Technicians
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,254031,254,258,0.1564,4,1.5748,,,,228,23,165,16,4,0,397,39,SS,Stable,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4395,Library Technicians
35,15,000005,3515000005,Central Region,NM,18,20180020280005,254031,184,179,-0.2751,-5,-2.7174,,,,162,16,117,12,-5,0,274,28,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4396,Library Technicians
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,254031,86,83,-0.3544,-3,-3.4884,,,,75,8,54,5,-3,0,126,13,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4397,Library Technicians
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,254031,605,601,-0.0663,-4,-0.6612,,,,537,54,388,39,-4,0,921,93,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4398,Library Technicians
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,254031,184,179,-0.2751,-5,-2.7174,,,,162,16,117,12,-5,0,274,28,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4399,Library Technicians
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,254031,64,62,-0.3170,-2,-3.1250,,,,56,6,41,4,-2,0,95,10,DD,Declining,0,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,4400,Library Technicians
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,254031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4401,Library Technicians
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,254031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4402,Library Technicians
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,254031,s;,s;,s;,s;,s;,s;,s;,s;,,s;,,s;,,s;,,s;,s;99,s;N/A,1,2018,2028,14,254031,Library Technicians,6,0,0,0,0,,2018-2028,20180020280005,2018202818,s;4403,Library Technicians
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,292061,584,639,0.9041,55,9.4178,,,,208,21,258,26,55,6,521,53,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4404,Licensed Practical and Licensed Vocational Nurses
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,292061,171,195,1.3220,24,14.0351,,,,62,6,77,8,24,2,163,16,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4405,Licensed Practical and Licensed Vocational Nurses
35,15,000005,3515000005,Central Region,NM,18,20180020280005,292061,1142,1229,0.7369,87,7.6182,,,,402,40,501,50,87,9,990,99,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4406,Licensed Practical and Licensed Vocational Nurses
00,00,000000,0000000000,United States,US,18,20180020280005,292061,728900,807000,,78100,10.7000,,,,261000,26100,324000,32400,78100,7810,663000,66300,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4407,Licensed Practical and Licensed Vocational Nurses
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,292061,255,273,0.6844,18,7.0588,,,,90,9,112,11,18,2,220,22,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4408,Licensed Practical and Licensed Vocational Nurses
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,292061,313,335,0.6816,22,7.0288,,,,110,11,137,14,22,2,269,27,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4409,Licensed Practical and Licensed Vocational Nurses
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,292061,2288,2476,0.7928,188,8.2168,,,,808,81,1006,101,188,19,2002,201,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4410,Licensed Practical and Licensed Vocational Nurses
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,292061,1142,1229,0.7369,87,7.6182,,,,402,40,501,50,87,9,990,99,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4411,Licensed Practical and Licensed Vocational Nurses
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,292061,210,238,1.2595,28,13.3333,,,,76,8,95,10,28,3,199,21,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4412,Licensed Practical and Licensed Vocational Nurses
35,21,022140,3521022140,Farmington MSA,NM,18,20180020280005,292061,88,98,1.0821,10,11.3636,,,,32,3,39,4,10,1,81,8,GG,Growing,0,2018,2028,14,292061,Licensed Practical and Licensed Vocational Nurses,6,1,0,0,0,,2018-2028,20180020280005,2018202818,4413,Licensed Practical and Licensed Vocational Nurses
00,00,000000,0000000000,United States,US,18,20180020280005,251040,80400,88600,,8200,10.3000,,,,31000,3100,39000,3900,8200,820,78000,7800,GG,Growing,0,2018,2028,14,251040,"Life Sciences Teachers, Postsecondary",5,,,,,,2018-2028,20180020280005,2018202818,4414,"Life Sciences Teachers, Postsecondary"
00,00,000000,0000000000,United States,US,18,20180020280005,191000,332800,354100,,21300,6.4000,,,,54000,5400,268000,26800,21300,2130,343000,34300,GG,Growing,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4415,Life Scientists
35,21,010740,3521010740,Albuquerque MSA,NM,18,20180020280005,191000,710,766,0.7621,56,7.8873,,,,112,11,566,57,56,6,734,74,GG,Growing,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4416,Life Scientists
35,15,000005,3515000005,Central Region,NM,18,20180020280005,191000,710,766,0.7621,56,7.8873,,,,112,11,566,57,56,6,734,74,GG,Growing,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4417,Life Scientists
35,15,000015,3515000015,Northern Region,NM,18,20180020280005,191000,383,406,0.5849,23,6.0052,,,,64,6,313,31,23,2,400,39,SS,Stable,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4418,Life Scientists
35,21,029740,3521029740,Las Cruces MSA,NM,18,20180020280005,191000,177,188,0.6047,11,6.2147,,,,31,3,152,15,11,1,194,19,SS,Stable,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4419,Life Scientists
35,21,042140,3521042140,Santa Fe MSA,NM,18,20180020280005,191000,182,193,0.5886,11,6.0440,,,,29,3,147,15,11,1,187,19,SS,Stable,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4420,Life Scientists
35,15,000020,3515000020,Eastern Region,NM,18,20180020280005,191000,251,264,0.5062,13,5.1793,,,,44,4,211,21,13,1,268,26,SS,Stable,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4421,Life Scientists
35,01,000000,3501000000,New Mexico,NM,18,20180020280005,191000,1684,1797,0.6516,113,6.7102,,,,282,28,1374,137,113,11,1769,176,GG,Growing,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4422,Life Scientists
35,15,000010,3515000010,Southwestern Region,NM,18,20180020280005,191000,296,313,0.5600,17,5.7432,,,,53,5,251,25,17,2,321,32,SS,Stable,0,2018,2028,14,191000,Life Scientists,3,,,,,,2018-2028,20180020280005,2018202818,4423,Life Scientists
